_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,what_category_best_describes_this_project,what_category_best_describes_this_project:confidence,id,project_description,project_instructions,project_title,project_url,project_url_embed,what_category_best_describes_this_project_gold
2320623628,false,finalized,5,7/9/2019 23:28:02,Other,0.6003,12495124,"a pretty simple project... :)

use turbo mode if you wish.","Quality: type in 1 or 2.

I only allowed 2 qualities because, for instance, in quality 3, by the time the pen got to the top, its pen size was already maximum, and not so the pen wouldn&#39;t get larger anymore. Not good if you&#39;re trying to make a &quot;tornado&quot;.",Epic 3D Rainow Tornado,https://scratch.mit.edu/projects/12495124,https://scratch.mit.edu/projects/12495124/embed,
2320623629,false,finalized,3,7/16/2019 18:04:02,Game,1.0,12463388,(Version 0.0.1) A new circle spawns every 5 seconds.,Use the Arrow keys to move around. Avoid the circles.,Circle and Cube,https://scratch.mit.edu/projects/12463388,https://scratch.mit.edu/projects/12463388/embed,
2320623631,false,finalized,3,7/10/2019 19:30:05,Game,1.0,144852412,"Be sure to look at other projects by CheeseManIsAwesome.

Bounce V.3 coming soon

PLAY IN FULLSCREEN
","- Don't touch anything red.
- Use arrow keys to move.
- Ball bounces of block automatically.
- Post your high score in the comments section.
- Click shop to buy new balls.
- Click balls in shop to activate.
- Ball costume resets every time.
- Fly into one side to come out the other
- Watch out for the red block that appears in the middle after 3 seconds of playing .
",Bounce V.2,https://scratch.mit.edu/projects/144852412,https://scratch.mit.edu/projects/144852412/embed,
2320623633,false,finalized,3,7/1/2019 21:43:51,Other,1.0,195466739,,this is not fake,new years 2019,https://scratch.mit.edu/projects/195466739,https://scratch.mit.edu/projects/195466739/embed,
2320623634,false,finalized,3,7/1/2019 18:58:55,Other,1.0,225823302,"v7.2 - Fixed a bug on the slider
v7.1 - Fixed a bug on the application bar
v7 - Added Application Bar
v6 - Digitally Refined
v5.1- Bug Fixes
v5 - Master volume added
v4.1 - Bug fixes
v4 - My Computer Added
v3 - Windows Media player added
v2 - Digially refined
v1 - Startup Screens-User Select-Start Button","When it shows up, press ""Administrator""
It should load your desktop.
Click start for the start for the start menu
In windows media player you can use the pause/play button!
On any applicaion, click the cross to close it
Enjoy!
",Windows XP version 7.2,https://scratch.mit.edu/projects/225823302,https://scratch.mit.edu/projects/225823302/embed,
2320623635,false,finalized,3,7/1/2019 18:50:26,Animation,1.0,102393536,,press SPACE,railroad crossing,https://scratch.mit.edu/projects/102393536,https://scratch.mit.edu/projects/102393536/embed,
2320623638,false,finalized,3,6/26/2019 23:20:22,Other,1.0,12782615,"please give me credit if you remix this
 added song help
 more backgrounds
 fixed metronome","Click on piano to make notes
press a,w,s,e,d,f,t,g,y,h,u,j, and k to make notes
press space to change backgrounds
m for metronome
n to stop metronome

songs:
1 Mary had a little lamb
2 twinkle twinkle little star
3 down by the station
4 hot cross buns
5 chromatic scale",Piano v2.0,https://scratch.mit.edu/projects/12782615,https://scratch.mit.edu/projects/12782615/embed,
2320623640,false,finalized,3,7/17/2019 20:51:16,Animation,1.0,148411248,"I ran outta ideas toward the end and got lazy so yeah XD
I got the check-mark of approval from 3/4's of my family cx
(mar 7,2017)I just noticed how well its timed to the song this is XD
",<----- Press the green flag twice in order to time it right,Ramune Map- parts 20,https://scratch.mit.edu/projects/148411248,https://scratch.mit.edu/projects/148411248/embed,
2320623641,false,finalized,3,7/18/2019 16:30:36,Game,1.0,12759082,Please comment how many points have you got,"Right key to go right
Left key to go left
Space to shoot

Sometimes the asteroids will go in doubles so don&#39;t comment.

NOTICE: THIS PEACE OF WORK IS STILL WORK IN PROGRESS.",Space invaders 1.4.0,https://scratch.mit.edu/projects/12759082,https://scratch.mit.edu/projects/12759082/embed,
2320623642,false,finalized,3,7/18/2019 16:54:53,Game,1.0,12868728,,"I have nothing to do..
Click to shoot
Press spacebar to slowdown
Control: wad
W: Faster
A: Turn left
D: Turn right",8.BIT ShootGame,https://scratch.mit.edu/projects/12868728,https://scratch.mit.edu/projects/12868728/embed,
2320623643,false,finalized,5,6/25/2019 13:11:33,Animation,0.7981,12841216,I was bored.,Utterly random.,dancing pico,https://scratch.mit.edu/projects/12841216,https://scratch.mit.edu/projects/12841216/embed,
2320623645,false,finalized,3,7/2/2019 20:32:32,Animation,1.0,102809204,Credit to everyone that remixed!,"Just add yourself and continue the story!

(Story: There is a massive field/forest, it's about 5 miles long, and a group of friends are using it to play dodgeball! There's 2 teams! Hit a member on to opposite team to score a point!)
",The dodgeball game (Add and continue),https://scratch.mit.edu/projects/102809204,https://scratch.mit.edu/projects/102809204/embed,
2320623647,false,finalized,3,7/1/2019 18:28:36,Other,1.0,113651692,"Favorite and love (it took a while to make).
-
Song: Marshmello - Alone",,BO3 Supply Drop Simulator,https://scratch.mit.edu/projects/113651692,https://scratch.mit.edu/projects/113651692/embed,
2320623653,false,finalized,3,7/18/2019 16:50:32,Animation,1.0,12976764,lol,don&#39;t remix,stop remixing i am tired remix,https://scratch.mit.edu/projects/12976764,https://scratch.mit.edu/projects/12976764/embed,
2320623657,false,finalized,3,7/15/2019 20:27:48,Animation,1.0,12963889,I added MetalBross,Remix Please!,Add a metal version of yourself,https://scratch.mit.edu/projects/12963889,https://scratch.mit.edu/projects/12963889/embed,
2320623659,false,finalized,3,6/20/2019 02:43:32,Game,1.0,135339050,,,Thach 6-301 Pong,https://scratch.mit.edu/projects/135339050,https://scratch.mit.edu/projects/135339050/embed,
2320623663,false,finalized,3,7/8/2019 15:13:47,Other,1.0,137158675,"Scratch for Scratch Cat
Else by moi

This is very simple but useful. I will add more ideas in the future.
This is 100% random.

Feel free to suggest ideas. Also, if you make a project using one of these ideas, feel free to post a link to the project in the comments. ","Ever stumped about what project to make?
Well, then I've got your project
View this and you'll see what to make.

Click ""Generate"" or the green flag to see what to make. Bubble 1 says what to make, such as a game or an animation. Bubble 2 says what the project should be about.

Read the notes and credits. Just do it (learn from Nike). ",Project idea generator,https://scratch.mit.edu/projects/137158675,https://scratch.mit.edu/projects/137158675/embed,
2320623672,false,finalized,3,7/10/2019 19:26:50,Game,1.0,112205376,"This is a basic Mastermind game. Big thanks to all who helped.
@paytonpitts
@-Aoki-
@sc2023
@rel2023
And many, many more Scratchers
Big thx to Mr. T @ Parker School and other programmers from Parker","Click the circle colors to guess
Enter the code at the beginning (set code)
The blinking circles are the red and white pegs",MASTERMIND v1.4d Multiplayer FULL Edition,https://scratch.mit.edu/projects/112205376,https://scratch.mit.edu/projects/112205376/embed,
2320623674,false,finalized,5,6/21/2019 19:58:56,Animation,0.6,18678194,"Thank you for the outstanding coding of the sprites, @The_Duke!! This project would not be possible without you!","Press the green flag and just watch,enjoy!! :)",Awesome Animation,https://scratch.mit.edu/projects/18678194,https://scratch.mit.edu/projects/18678194/embed,
2320623675,false,finalized,3,7/1/2019 19:05:02,Animation,1.0,238943629,"❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
@Riolupokepie
@MSMUStachecat1
@Supercatdragon
@BereketY
@Theblockbuster1
@Iamawesome1758
@Sepiadiagram40
@CFMCA
@FlutterCake321
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤

Oooh, 7 loves and 6 faves! Thanks guys! 20/8/18
33 Views? Thanks for just LOOKING at my project.. -cri- 19/9/18","❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
Wow, I'm ACTUALLY making a Original MEME!
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤


❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤
Jump up, Superstar is a GREAT song from Super Mario Odyssey, which is the main song when you reach New Donk City, and is MAYBE sung by Pauline (But it kinda sounds like Pearl from Steven Universe). This isn't the original song, this is only TLT remix of it. BUT THEY ARE STILL BOTH GREAT!
❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤

For the BEST quality- Go into f11 mode then press the blue fullscreen button. :)",LETS DO THE ODYSSEY! (ORIGINAL MEME),https://scratch.mit.edu/projects/238943629,https://scratch.mit.edu/projects/238943629/embed,
2320623676,false,finalized,5,7/1/2019 18:28:27,Animation,0.8042,155817932,,"Green flag
After hearing of Ragnis' death, Glacier goes to find Darkflight. But after not being able to find him, Glacier goes back to his lab and tells everyone in the lab to leave, saying that he can take Darkflight down on his own. Glacier then waits for Darkflight in the same room where he fell to his erasure from existence.",The Battle To End It All remix remix remix remix remix remix remix remix remix remix remix re… remix,https://scratch.mit.edu/projects/155817932,https://scratch.mit.edu/projects/155817932/embed,
2320623677,false,finalized,3,7/1/2019 19:08:02,Game,1.0,122207592,,"Tron light bikes! Supports 1-2 players with 0-3 AI! 
Red uses arrow keys.
Blue uses WASD.",Tron Light Bikes,https://scratch.mit.edu/projects/122207592,https://scratch.mit.edu/projects/122207592/embed,
2320623678,false,finalized,5,6/28/2019 19:21:30,Animation,0.8046,143495999,Credit to all. My OC has encountered the fight!,"You can watch all parts here: https://scratch.mit.edu/studios/3743291/

ＯＮＬＹ  @Alzter @Skepou @steamingsheep or @TheVexed can remix.",ＴＨＥ  ＵＬＴＩＭＡＴＥ  ＴＥＡＭ  ＦＩＧＨＴ [Part 2] [Remix 2] remix,https://scratch.mit.edu/projects/143495999,https://scratch.mit.edu/projects/143495999/embed,
2320623679,false,finalized,3,7/18/2019 17:02:00,Animation,1.0,249266853,big...,"Remix adding yourself fighting Altzer!
Try to knock him out using a strong attack!
But be warned, Altzer isn't as weak as he looks.",I eat the world!  of world!!!,https://scratch.mit.edu/projects/249266853,https://scratch.mit.edu/projects/249266853/embed,
2320623686,false,finalized,3,7/18/2019 16:22:34,Game,1.0,12146530,,,MC Run!,https://scratch.mit.edu/projects/12146530,https://scratch.mit.edu/projects/12146530/embed,
2320623687,false,finalized,5,7/18/2019 16:38:29,Game,0.6019,186876194,,"

Drücke die Leertaste, um den Keil fallen zu lassen und die Holzstücke zu zerstören. Desto höher der rote Pfeil in der oberen, linken Ecke des Bildschirms ist, desto schneller fällt der Keil. Kaufe Upgrades, um den Keil besser und schneller zu machen. Du musst alle Hölzer eines Levels zerstören, um das nächste Level zu erreichen. Wenn Du mehr als 50% der Hölzer eines Levels zerstörst, erhältst Du 2 Münzen, wenn Du alle zerstörst, gibt es noch mehr Münzen. Momentan gibt es 13 Level, mehr sind in Planung. Du kannst zusätzlich Powerups kaufen, um noch mehr Hölzer zu zerstören.

Knöpfe:
Der Knopf mit dem Pokal lässt alle gewonnenen Trophäen erscheinen.
Drücke auf den Knopf mit dem Keil, um deinen Holzkeil zu verbessern.
Der Knopf mit dem Pfeil öffnet den Powerup-Laden. 
Drücke den Knopf im unteren Teil des Meüs, um ein Level zu spielen. Nach Abschließen eines Levels öffnet sich das Hauptmenü automatisch.",NEW SKINS(remix von Holzfäller),https://scratch.mit.edu/projects/186876194,https://scratch.mit.edu/projects/186876194/embed,
2320623689,false,finalized,3,6/28/2019 19:10:26,Animation,1.0,174893437,"Happy Halloween!!
Song - Everybody Wants to Rule the World by Lorde
Characters - https://scratch.mit.edu/studios/3588643/
Based off of - The 13s [Scratch] Roleplay
This is the first official map the thirteen sectors community has come together to create- and I hope we can do much more in the future! ^-^
Thank you all for joining! Like tysm!! It looks absolutely stunning and  /beautiful/ in every way shape and form!
IF YOU DON'T CHECK OUT THESE PEEPS BELOW I WILL EAT YOU!
Intro - @echobreeze33
Part 1 - @WindPheonix
Part 2 - @xXSilverflameXx
Part 3 - @ShadyViolet
Part 4 - @Wolfpaw_WC
Part 5 - @FallinqLeaves
Part 6 - @Mimi-thecat
Part 7 - @Mimi-thecat
Part 8 - @Inky_DrawsYT
Part 9 - @-Gattino-
Part 10 - @crystalstar10
Part 11 - @thescarredleopard
Part 12 - @DragonKB
Part 13 - @NightShadedBlood
Part 14 - @iceberg-the-icewing
Part 15 - @Tigergirl531
Part 16 - @Shadowcatcher
Part 17 - @Mimi-thecat
Part 18 - @Moonrunner
Part 19 - @Moonrunner
Part 20 - @thescarredleopard
Part 21 - @backyyy
Outro - @EpicFoxTrot",,[!Completed Map!] - Everybody Wants to Rule the World,https://scratch.mit.edu/projects/174893437,https://scratch.mit.edu/projects/174893437/embed,
2320623692,false,finalized,3,7/2/2019 19:55:34,Animation,1.0,197034385,"All art and animation (coding, art, etc.) done by me! ~ @T1Dwarrior 

(Might lag, press flag 2-1000 times xD)

This is a part for a MAP being hosted by @Firestar61234","                                THIRD MAP!!!!!!
                                       Rules
Draw on your own (I will not judge)
If a part is taken that you want, don't beg for it
You can only have 1 part
The theme is mapleshade and a little bit of appledusk from warriors,nothing else (You can add in more cats)
REMIX THIS PROJCET!!
And most importantly, HAVE FUN!!!!!!!!!!!!!!
                                   That's It!!!
                                     Enjoy!",Mapleshade MAP Part 1,https://scratch.mit.edu/projects/197034385,https://scratch.mit.edu/projects/197034385/embed,
2320623693,false,finalized,3,7/1/2019 19:05:02,Game,1.0,12795811,,"                           CATCH THE LADYBUG

                 BAT

USE THE UP,DOWN RIGHT AND LEFT ARROWS AND SPACE BAR TO TOUCH THE LADYBUG 
GAME END WHEN YOU SCORE 12 POINTS OR THE TIMER REACHES 0
                ENJOY!!!
",scratch1,https://scratch.mit.edu/projects/12795811,https://scratch.mit.edu/projects/12795811/embed,
2320623700,false,finalized,3,8/1/2019 15:11:11,Game,1.0,121940378,"this is a cool game that I remixed
",,volleyball,https://scratch.mit.edu/projects/121940378,https://scratch.mit.edu/projects/121940378/embed,
2320623701,false,finalized,5,6/26/2019 22:52:09,Other,0.4038,163677903,,"Remix and add a layer
PART 1 https://scratch.mit.edu/projects/162275498/
PART 2 https://scratch.mit.edu/projects/162787944/

RULES
Do not add bitmap layers
Do not remove other layers
Part 4 when we get 240 backdrops
lyr=lightyear",How deep is it? Remix and Continue Part 3 Version Finale,https://scratch.mit.edu/projects/163677903,https://scratch.mit.edu/projects/163677903/embed,
2320623702,false,finalized,3,6/21/2019 20:31:01,Animation,1.0,124079136,meh,"OCs: Diamondpelt and Wolfstrike

Song: Slipped Away by Avril Lavigne

Credit to -SkyStar-",Diamondpelt misses Wolfstrike,https://scratch.mit.edu/projects/124079136,https://scratch.mit.edu/projects/124079136/embed,
2320623704,false,finalized,3,7/17/2019 15:45:41,Other,1.0,12798503,I don&#39;t&#39; have any rights of the songs.,Just click on the play button or on the name of the song.,Ipod,https://scratch.mit.edu/projects/12798503,https://scratch.mit.edu/projects/12798503/embed,
2320623710,false,finalized,5,7/18/2019 20:09:51,Other,0.6,288010892,"first game i made so like and i will make more games soon. try to get 3 like thanks for the likes now i will make more games 106 view on my first games thank yall

",,Fun Games,https://scratch.mit.edu/projects/288010892,https://scratch.mit.edu/projects/288010892/embed,
2320623711,false,finalized,5,7/18/2019 16:27:06,Game,0.4015,12467996,,,Find orange guy 3.(president theme) hacked,https://scratch.mit.edu/projects/12467996,https://scratch.mit.edu/projects/12467996/embed,
2320623712,false,finalized,3,7/18/2019 16:43:22,Other,1.0,12799548,,,Trig Art remix,https://scratch.mit.edu/projects/12799548,https://scratch.mit.edu/projects/12799548/embed,
2320623713,false,finalized,3,7/2/2019 19:51:41,Game,1.0,139816481,"Credit to @Alpalcalyptic (I think that's how it's spelled)
The rest was me!

REMIX AWAY!!!","The evil Agig has taken over the city! You must stop him!

Move with the left and right arrows. Fly with the up arrow.",Super Cat Plus!,https://scratch.mit.edu/projects/139816481,https://scratch.mit.edu/projects/139816481/embed,
2320623716,false,finalized,3,7/11/2019 19:57:56,Animation,1.0,147108702,"Song: Aftermath by Carvan Palace
Art: Me
Coding: Me
Dont click the flag 5 million times she will fly into space.(Not anymore though, i fixed it. =] )
 OC: Rose","Fleg the press. This is (No longer a) Work in Progess People!! Dont tell me "" its bad"" or ""its unfinished"" cuz im gonna work on it. [ Eventually]

AHA! No one does MEMES with people in them on scratch!!
Hahah, 'Im not sure if its a vent or not vents' are fun!

AMVs, MEMEs, ah whatever same thing. (Not really im just to lazy to change it)",Aftermath MEME (Finished),https://scratch.mit.edu/projects/147108702,https://scratch.mit.edu/projects/147108702/embed,
2320623717,false,finalized,3,6/19/2019 14:32:37,Animation,1.0,115304911,"creds to yh

and msm comic ;)))",,me   rn,https://scratch.mit.edu/projects/115304911,https://scratch.mit.edu/projects/115304911/embed,
2320623721,false,finalized,3,6/26/2019 23:24:04,Other,1.0,12189972,"This would be a real chat if cloud variables supported letters.


13 oct 2013:
Improved scripting, will glitch less.","Numbers only!! It only works if other people are online.
Your id number is shown in the top left corner. My ID will always be 2. So, if you see me saying something, that means i am online. 

Project is working and is almost instant!",online chat: numbers only! (working)(tested),https://scratch.mit.edu/projects/12189972,https://scratch.mit.edu/projects/12189972/embed,
2320623724,false,finalized,3,7/18/2019 18:47:30,Other,1.0,256313075,"Inspired by the Mary Poppins Musical at Lincoln High School November 9th, 10th, and 11th.",Use the Repeat Until block to code the arrows keys to control the kit.  Use other keyboard keys to control the other kits.,Let's Go Fly a Kite copy- student Drew Steffler,https://scratch.mit.edu/projects/256313075,https://scratch.mit.edu/projects/256313075/embed,
2320623727,false,finalized,3,7/26/2019 17:35:48,Other,1.0,116575490,Paper Mario!,"Mouse click or drag for add point.
Automatically connected to the near point.
Structure is broken at  more than limit.
Space key : Reset

",Structure Paper Mario,https://scratch.mit.edu/projects/116575490,https://scratch.mit.edu/projects/116575490/embed,
2320623730,false,finalized,3,6/28/2019 19:27:56,Game,1.0,12685251,,,Angry Pigs V.1,https://scratch.mit.edu/projects/12685251,https://scratch.mit.edu/projects/12685251/embed,
2320623732,false,finalized,3,7/15/2019 20:39:28,Game,1.0,12841542,this game was made by me and stephenf,"press up arrow to go up. 
press down arrow to go down. 
press right arrow to go right.
press left arrow to go left. 
press space at beginning to start.

Avoid all the zombies and get to the squares at the other side of the map. this is still in testing and i am trying to work out the bugs but for now have fun.",zombie attack,https://scratch.mit.edu/projects/12841542,https://scratch.mit.edu/projects/12841542/embed,
2320623733,false,finalized,5,7/25/2019 15:24:04,Animation,0.8,12526319,lol,follow the instructions on screen,"""hyper shadic"" and true hyper sonic save the day! by supersonic507 remix",https://scratch.mit.edu/projects/12526319,https://scratch.mit.edu/projects/12526319/embed,
2320623734,false,finalized,3,6/21/2019 20:28:35,Other,1.0,108266786,"I got bored in math class while doing algebra and this idea dawned on me!

If you have any ideas for improvements, leave it in the comments!

Sometimes glitches when you have too many digits (when the little ""e"" appears) :/
","Put in a number that you want it to test

Press space once finished to restart ",Prime Number Checker and Factor Tree Maker,https://scratch.mit.edu/projects/108266786,https://scratch.mit.edu/projects/108266786/embed,
2320623737,false,finalized,3,7/25/2019 15:29:34,Game,1.0,12904827,I like to thank PRMS7th for helping me with this project. Please follow me and follow PRMS7th as well. Thank you for following and playing. We add the song &quot;What Does the Fox Say.&quot; thanks to my friend Oscar for adding it. :D,"Use the up arrow to move up and the down arrow to move down.    
Use the right side arrow to move to the right and the left side arrow o move to the left. There is a secret passage in the maze. Good Luck!",A Dionesaur Maze Game,https://scratch.mit.edu/projects/12904827,https://scratch.mit.edu/projects/12904827/embed,
2320623739,false,finalized,3,6/28/2019 19:23:48,Animation,1.0,130089608,,,WHAT THE HECK NICK!!,https://scratch.mit.edu/projects/130089608,https://scratch.mit.edu/projects/130089608/embed,
2320623744,false,finalized,5,7/18/2019 18:22:50,Game,0.7989,142297280,,"this new roblox game is one of the closess things to roblox if your my friend you will get 1000 r$ in game if your the ower WASD keys to move is your a ""Guest"" arrow keys to move  and b for dab 
Newest updates:
Small little Update Boy account bug fixed!",ROBLOX,https://scratch.mit.edu/projects/142297280,https://scratch.mit.edu/projects/142297280/embed,
2320623745,false,finalized,3,7/1/2019 18:59:06,Game,1.0,278702676,"i made this by myself
map and crates where hard","update 0.4   tree added

w a s d to move
crates map loot hide and hit bush  added 
coming up u can pick up loot 
i took away guns cuz it scrooged up every thing",surviv io,https://scratch.mit.edu/projects/278702676,https://scratch.mit.edu/projects/278702676/embed,
2320623747,false,finalized,3,7/1/2019 19:03:49,Game,1.0,282887749,"
Just keep oofing

200+ Views - 31 / 01 / 2019

","
Click Oof head to get Oof's
Otherwise....
You can turn volume off/on and open shop to buy things
Mass Deco In Shop Update
",Oof Clicker,https://scratch.mit.edu/projects/282887749,https://scratch.mit.edu/projects/282887749/embed,
2320623750,false,finalized,5,7/11/2019 20:05:04,Other,0.7997,12534302,"Somehow, Scratch has limited cloning so i can only breed 301 bees max.",,Rapid Breeding Bees,https://scratch.mit.edu/projects/12534302,https://scratch.mit.edu/projects/12534302/embed,
2320623751,false,finalized,3,7/18/2019 16:32:11,Other,1.0,12696429,,Create a Sonic Scene using the sprites given.,Sonic mario and megaman Scene Creator remix,https://scratch.mit.edu/projects/12696429,https://scratch.mit.edu/projects/12696429/embed,
2320623759,false,finalized,3,7/10/2019 18:55:20,Game,1.0,142300713,Thanks a ton for the scratch wiki. Thats how i learned how to do the multiplayer. The multiplayer should work but I am yet to test it.,"This was just a fun little experiment with me and my friends, but i wanna make it big .Use WASD to move, mouse to aim, and click to fire. WARNING: SHOOTING DOESN'T ACTUALLY DO ANYTHING YET. You must be a official scratcher to play this game. I need better tank graphics. If anyone knows any, then please tell me! The red tank is AI btw. Feel free to remix!",Blast.io,https://scratch.mit.edu/projects/142300713,https://scratch.mit.edu/projects/142300713/embed,
2320623760,false,finalized,5,6/25/2019 13:20:01,Other,0.5962,12395478,"All music credit goes to the artists!
Backgrounds 1, 17, 18 and 19 were made by me, the rest came with Scratch.
Epic Face Man artwork made by me.","Please comment any problems, move combos or suggestions and I will give you credit!
--------------------------
Make the Epic Face man dance with 14 moves, 4 songs, 19 scenes and a whole variety of dances!

Dance Moves:

Up arrow - Hands up
Right arrow - Hands right
Left arrow - Hands left
Down arrow - Hands down
1 - Left foot up
2 - Right foot up
3 - Crouch and arms up
4 - Jump (Press down arrow when going down for better looking fall)
5 - Wavy arms left
6 - Wavy arms right
7 - Hands on hips
8 - Hands on hips, left leg up.
9 - Hands on hips, right left up.
0 - Star (Press while jumping to do a star jump)

Music:
x - Caramelldansen Speedy Mix
c - Peanut Butter Jelly Time
v - Do You Like Waffles?
b - Harlem Shake
z - Stop all songs.

Backgrounds:  

Space bar - Cycle through 19 backgrounds. (Hold to have seizure?)",Make Me Dance (Epic Face),https://scratch.mit.edu/projects/12395478,https://scratch.mit.edu/projects/12395478/embed,
2320623765,false,finalized,3,7/1/2019 21:59:08,Animation,1.0,12951193,it&#39;s scary,Press the flag,Derek's Super movie LOL times (fix),https://scratch.mit.edu/projects/12951193,https://scratch.mit.edu/projects/12951193/embed,
2320623767,false,finalized,3,7/1/2019 21:47:25,Animation,1.0,115259286,"HUUGE BLOOD WARNING!!! 
this is a vital part of spore`s backstory so if you can uncode it 
her life might unravel","^w^ Translation: 
I won't let you have anyone else.
Master, I love you
ehehe

I'm a pretty blue kitty
Here is my territory
If someone ever takes you from me,
I'd rather eat you

Master, we'll be together forever.
ufufu

You died in red
This is a song about a poor blue red kitty

Heheehee! ^D^ I hope you liked this~",{Unstable meme} remix,https://scratch.mit.edu/projects/115259286,https://scratch.mit.edu/projects/115259286/embed,
2320623768,false,finalized,3,7/1/2019 18:59:06,Game,1.0,236957442,"I just hate Trump, Pence, and Putin, so I made them zombies.
Turned sun into coins. That is all.

 Warning: This game ridicules 3 people, involves flatulence(farts), and those 3 people eating cats and brains. This is a very weird game.

Also, I fixed the pusheen glitch with a little help from RokCoder.","Make sure that you click on the plants NOT drag them!
*******************************Instructions**********************************
-Click on cat packet to get a cat.
-Click on a empty space to place the cats.
-You need sun to place plant cats
-Get sun from the sky or sunflowers.
-Zombies come in slowly at first but will increase over time.
-If the zombies get past your defense the lawn mowers will kill them once.
-Don't let the zombies eat your brains!
***********************************Plants************************************
Teacups: 50 sun. Produces Sun.
Adorable thing: 50 sun. Blocks off zombies.
Farty pusheen: 100. sun Shoots toots at zombies.
Snow kitty: 175 sun. Shoots snow that slows down zombies.
Nyanopeater: 200 sun. Shoots two rainbow peas at once.
Bomb: 150 sun. Explodes after you place it.
******************************Features**************************************
-Basic spawning system with waves.
-Zombies can eat cats
-Lawn mowers as a last ditch defense
-Grid placing system

",Cats VS dumb guys,https://scratch.mit.edu/projects/236957442,https://scratch.mit.edu/projects/236957442/embed,
2320623771,false,finalized,5,8/1/2019 15:20:31,Other,0.5999,112346056,,Battle him!,John Cena rap battle!,https://scratch.mit.edu/projects/112346056,https://scratch.mit.edu/projects/112346056/embed,
2320623774,false,finalized,5,7/1/2019 21:37:56,Other,0.6,12464431,"have fun and may the odds be forever in your favor
RIDING ON CARS ",press space to try and catch the bad guy,cops and robbers,https://scratch.mit.edu/projects/12464431,https://scratch.mit.edu/projects/12464431/embed,
2320623778,false,finalized,3,7/10/2019 21:00:04,Animation,1.0,168386532,"Guys! I am so happy how this turned out!!! Thanks to @nyanskrub, she is sooooooo good at art and coding! I hope you guys can follow her, she has worked on her art very well, and her coding! I made Zap, the fusion part, and the fusion wolf! So far this is my most favorite project that I made! I hope you guys like it, this was my first collab and a fusion!!! If you guys want you can collab w/ me or @nyanskrub! And yeah, at the fusion part Zap get power charged, in my other memes he will too! XD, his teeth!!! And some how the Zyan's arm shows up the last!!! Hope you guys enjoyed!!! And again make sure to follow @nyanskrub!!!!!!!!!","Just click the grenno' flag! Then smash that favorite and love butth'on! Warning: Flashing lights, it Is Zap when he is power charged??? IDK, XD. Yes, I did a collab with @nyanjones, yes, her art is soooo good!!! Our new fusion wolf: Zyan!!! (Sorry, but no, I am not using Zyan in any of my projects) Yeah, it is a meme/fusion/and a collab!!! And enjoy the notes and credits!! I tried to do a good timing, I think it is ok, but not to good! XD, his face! Mahhhhhhhhhh! XD XD",Time Lapse Meme Collab,https://scratch.mit.edu/projects/168386532,https://scratch.mit.edu/projects/168386532/embed,
2320623781,false,finalized,3,7/18/2019 16:33:42,Animation,1.0,12735568,,"When the green flag is clicked, both Gobo and Scratch Cat should start dancing.

But only Scratch Cat starts dancing!

How do we fix the program?",Debug-It 1.1 remix,https://scratch.mit.edu/projects/12735568,https://scratch.mit.edu/projects/12735568/embed,
2320623783,false,finalized,3,7/18/2019 17:04:25,Other,1.0,12568760,"Made it a story.

HOLY COW! 100 comments already?","
Step one: Click the Green Flag.
Step two: Create a story using the items that appear in the list. The items do not have to be in that particular order!
Step three: Share your story in the comments!
Step Four: Add on to others&#39; stories!",Rory's Story Cubes remix,https://scratch.mit.edu/projects/12568760,https://scratch.mit.edu/projects/12568760/embed,
2320623791,false,finalized,3,7/1/2019 18:49:33,Animation,1.0,229847307,below,GOTTA SWEEP,Rating on this recreation attempt,https://scratch.mit.edu/projects/229847307,https://scratch.mit.edu/projects/229847307/embed,
2320623793,false,finalized,3,7/18/2019 16:22:34,Other,1.0,12974316,,"+=Add

-=Minus

*=Multiply

/=Divide",Calculator,https://scratch.mit.edu/projects/12974316,https://scratch.mit.edu/projects/12974316/embed,
2320623796,false,finalized,3,7/15/2019 20:20:08,Animation,1.0,192343620,@RedCuzImAwesome,Night is now roasted..........................................................,Bruh look at dis dood,https://scratch.mit.edu/projects/192343620,https://scratch.mit.edu/projects/192343620/embed,
2320623800,false,finalized,3,6/20/2019 12:10:45,Animation,1.0,110145544,,,mixtures and solutions,https://scratch.mit.edu/projects/110145544,https://scratch.mit.edu/projects/110145544/embed,
